Nome: SAO LUIS
Codigo Estacao: 82280
Latitude: -2.52666666
Longitude: -44.21361111
Altitude: 32.58
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-05-17;49.8;31.1;null;24.8;null;72;1.4;
2020-05-18;1;33.3;null;25.4;null;81;1.5;
2020-05-19;0;33.9;null;24.8;null;81;1.2;
2020-05-20;3.5;33.3;null;25.6;null;83;1;
2020-05-21;22.2;30.5;null;23.8;null;98;0;
2020-05-22;24.2;30.9;null;24.8;null;91;1;
2020-05-23;3.6;32.5;null;25.4;null;79;1.5;
2020-05-24;0;32.5;null;25.4;null;74;1.6;
2020-05-25;0;33.5;null;24.2;null;72;1.4;
2020-05-26;0;31.9;null;24.4;null;77;1.3;
2020-05-27;0;32.6;null;24.4;null;78;1;
2020-05-28;0;33.1;null;23.8;null;67;1.4;
2020-05-29;0;33.1;null;25;null;75;.9;
2020-05-30;1.5;29.5;null;25.4;null;83;.4;
2020-05-31;0;31.9;null;24.9;null;87;.8;
2020-06-01;12.8;30.5;null;23.6;null;84;1;
2020-06-02;0;30.6;null;24.6;null;83;.8;
2020-06-03;9.6;31.3;null;23.4;null;76;1.3;
2020-06-04;0;33.1;null;23.5;null;73;2.3;
2020-06-05;0;32.5;null;25.4;null;82;1.8;
2020-06-06;0;33.3;null;24.8;null;70;.8;
2020-06-07;0;32.7;null;24.8;null;79;1;
2020-06-08;0;32.3;null;25.3;null;87;.9;
2020-06-09;4.2;32.5;null;23.8;null;92;.3;
2020-06-10;5.8;32.3;null;24.2;null;95;1.2;
2020-06-11;3.6;31.7;null;24.4;null;75;1.5;
2020-06-12;0;32.5;null;24.5;null;68;.5;
2020-06-13;6.6;32.5;null;25.4;null;67;.9;
2020-06-14;.8;32.1;null;25.5;null;86;.9;
